Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
0     0.271445     0            0            0           
0     0.044209     0            0            0           
0     0.253856     0            0            0           
Task Number: 100
Total U: 30.000000
Avg U: 0.300000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
1644370912 0.001816     0            0            0           
0     0.769339     0            0            0           
0     0.027278     0            0            0           
0     0.079926     0            0            0           
0     0.248024     0            0            0           
0     0.773558     0            0            0           
0     1.122924     0            0            0           
0     0.290332     0            0            0           
0     2.016802     0            0            0           
0     0.889058     0            0            0           
0     0.221734     0            0            0           
0     0.053834     0            0            0           
0     1.215542     0            0            0           
0     0.003918     0            0            0           
0     0.184026     0            0            0           
0     0.620712     0            0            0           
0     0.795268     0            0            0           
0     1.005511     0            0            0           
0     1.198892     0            0            0           
0     0.037620     0            0            0           
0     0.612929     0            0            0           
0     0.121352     0            0            0           
0     0.337789     0            0            0           
0     0.198684     0            0            0           
0     0.100820     0            0            0           
0     0.140548     0            0            0           
0     0.058828     0            0            0           
0     0.146145     0            0            0           
0     0.050129     0            0            0           
0     0.776763     0            0            0           
0     0.239356     0            0            0           
0     0.052185     0            0            0           
0     0.488101     0            0            0           
0     0.292425     0            0            0           
0     0.139795     0            0            0           
0     0.075517     0            0            0           
0     0.190531     0            0            0           
0     0.110608     0            0            0           
0     0.467162     0            0            0           
0     0.190045     0            0            0           
0     0.064496     0            0            0           
0     0.060005     0            0            0           
0     0.295183     0            0            0           
0     0.047661     0            0            0           
0     0.067282     0            0            0           
0     0.956553     0            0            0           
0     1.005668     0            0            0           
0     0.011601     0            0            0           
0     0.728733     0            0            0           
0     0.845161     0            0            0           
0     0.054840     0            0            0           
0     0.426694     0            0            0           
0     0.074587     0            0            0           
0     0.548095     0            0            0           
0     0.033775     0            0            0           
0     0.220686     0            0            0           
0     0.025839     0            0            0           
0     0.110941     0            0            0           
0     0.577872     0            0            0           
0     0.088735     0            0            0           
0     0.047089     0            0            0           
0     0.106866     0            0            0           
0     0.174396     0            0            0           
0     0.806780     0            0            0           
0     0.627406     0            0            0           
0     0.439601     0            0            0           
0     0.001309     0            0            0           
0     0.068506     0            0            0           
0     0.949644     0            0            0           
0     0.553090     0            0            0           
0     0.336801     0            0            0           
0     0.006975     0            0            0           
0     0.855199     0            0            0           
0     0.014011     0            0            0           
0     0.065162     0            0            0           
0     1.897211     0            0            0           
0     1.123813     0            0            0           
0     0.016371     0            0            0           
0     0.004374     0            0            0           
0     0.640775     0            0            0           
0     1.065505     0            0            0           
0     0.062644     0            0            0           
0     0.233169     0            0            0           
0     0.040567     0            0            0           
0     0.951039     0            0            0           
0     0.299010     0            0            0           
0     0.309649     0            0            0           
0     1.175775     0            0            0           
0     0.494728     0            0            0           
0     0.105612     0            0            0           
0     0.056037     0            0            0           
0     0.747453     0            0            0           
0     0.250334     0            0            0           
0     0.261164     0            0            0           
0     0.489538     0            0            0           
0     0.108871     0            0            0           
0     0.037681     0            0            0           
0     0.805973     0            0            0           
0     0.381804     0            0            0           
0     0.797836     0            0            0           
Task Number: 100
Total U: 40.000000
Avg U: 0.400000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
1644370912 1.263408     0            0            0           
0     0.208992     0            0            0           
0     0.906658     0            0            0           
0     1.338380     0            0            0           
0     0.095213     0            0            0           
0     0.985713     0            0            0           
0     0.029251     0            0            0           
0     0.085166     0            0            0           
0     0.778761     0            0            0           
0     0.049824     0            0            0           
0     0.092079     0            0            0           
0     0.404218     0            0            0           
0     0.006786     0            0            0           
0     0.186521     0            0            0           
0     1.732593     0            0            0           
0     0.051645     0            0            0           
0     0.103028     0            0            0           
0     0.312784     0            0            0           
0     0.459154     0            0            0           
0     0.066663     0            0            0           
0     0.102454     0            0            0           
0     0.908129     0            0            0           
0     0.144004     0            0            0           
0     3.686171     0            0            0           
0     0.150351     0            0            0           
0     0.544411     0            0            0           
0     0.495503     0            0            0           
0     0.295335     0            0            0           
0     0.635225     0            0            0           
0     0.165818     0            0            0           
0     0.736538     0            0            0           
0     0.509603     0            0            0           
0     0.483949     0            0            0           
0     0.467600     0            0            0           
0     0.427514     0            0            0           
0     0.801541     0            0            0           
0     0.322048     0            0            0           
0     0.498854     0            0            0           
0     1.668585     0            0            0           
0     0.155130     0            0            0           
0     0.629557     0            0            0           
0     0.070498     0            0            0           
0     0.852333     0            0            0           
0     0.650005     0            0            0           
0     0.273460     0            0            0           
0     0.757930     0            0            0           
0     0.873632     0            0            0           
0     0.449807     0            0            0           
0     0.141390     0            0            0           
0     0.272851     0            0            0           
0     0.642791     0            0            0           
0     0.271807     0            0            0           
0     0.150160     0            0            0           
0     3.029894     0            0            0           
0     0.243951     0            0            0           
0     0.327195     0            0            0           
0     0.466775     0            0            0           
0     0.040232     0            0            0           
0     0.002446     0            0            0           
0     0.228780     0            0            0           
0     0.212219     0            0            0           
0     0.682010     0            0            0           
0     0.028528     0            0            0           
0     0.007770     0            0            0           
0     0.244110     0            0            0           
0     0.490504     0            0            0           
0     0.813203     0            0            0           
0     1.025157     0            0            0           
0     0.156033     0            0            0           
0     0.711879     0            0            0           
0     0.090552     0            0            0           
0     0.019051     0            0            0           
0     1.273283     0            0            0           
0     0.011091     0            0            0           
0     0.711558     0            0            0           
0     0.219402     0            0            0           
0     0.791302     0            0            0           
0     0.458751     0            0            0           
0     0.010114     0            0            0           
0     0.049898     0            0            0           
0     0.052618     0            0            0           
0     0.739221     0            0            0           
0     0.389540     0            0            0           
0     0.238195     0            0            0           
0     0.747166     0            0            0           
0     2.812924     0            0            0           
0     0.783290     0            0            0           
0     0.172101     0            0            0           
0     0.028766     0            0            0           
0     0.782554     0            0            0           
0     0.499124     0            0            0           
0     0.155509     0            0            0           
0     0.310487     0            0            0           
0     0.545541     0            0            0           
0     0.126911     0            0            0           
0     0.030249     0            0            0           
0     0.211339     0            0            0           
0     0.111590     0            0            0           
0     0.015956     0            0            0           
0     0.509414     0            0            0           
Task Number: 100
Total U: 50.000000
Avg U: 0.500000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
1644370912 1.244095     0            0            0           
0     0.076700     0            0            0           
0     0.146390     0            0            0           
0     1.485191     0            0            0           
0     0.037944     0            0            0           
0     0.166134     0            0            0           
0     0.756906     0            0            0           
0     0.363757     0            0            0           
0     0.046287     0            0            0           
0     0.280206     0            0            0           
0     0.397234     0            0            0           
0     0.119883     0            0            0           
0     0.396149     0            0            0           
0     0.182945     0            0            0           
0     0.819700     0            0            0           
0     1.185958     0            0            0           
0     0.018172     0            0            0           
0     0.815849     0            0            0           
0     0.940638     0            0            0           
0     0.414214     0            0            0           
0     1.061468     0            0            0           
0     0.769902     0            0            0           
0     0.265248     0            0            0           
0     0.215386     0            0            0           
0     0.357028     0            0            0           
0     0.202644     0            0            0           
0     0.969971     0            0            0           
0     0.525851     0            0            0           
0     1.198375     0            0            0           
0     0.066859     0            0            0           
0     0.572967     0            0            0           
0     0.819940     0            0            0           
0     0.159440     0            0            0           
0     1.054807     0            0            0           
0     0.648899     0            0            0           
0     0.212111     0            0            0           
0     0.030896     0            0            0           
0     0.283973     0            0            0           
0     0.868100     0            0            0           
0     0.084158     0            0            0           
0     0.837073     0            0            0           
0     0.153250     0            0            0           
0     0.235864     0            0            0           
0     0.138582     0            0            0           
0     0.422172     0            0            0           
0     0.013806     0            0            0           
0     0.022371     0            0            0           
0     0.479708     0            0            0           
0     0.987291     0            0            0           
0     1.177362     0            0            0           
0     2.365450     0            0            0           
0     0.557863     0            0            0           
0     0.494604     0            0            0           
0     0.258321     0            0            0           
0     1.301418     0            0            0           
0     1.937569     0            0            0           
0     0.572408     0            0            0           
0     0.649074     0            0            0           
0     0.463178     0            0            0           
0     0.374628     0            0            0           
0     0.866487     0            0            0           
0     0.068657     0            0            0           
0     0.114903     0            0            0           
0     2.006550     0            0            0           
0     1.505619     0            0            0           
0     0.982034     0            0            0           
0     0.164115     0            0            0           
0     1.845386     0            0            0           
0     0.092824     0            0            0           
0     1.928379     0            0            0           
0     0.041593     0            0            0           
0     1.122726     0            0            0           
0     0.104778     0            0            0           
0     0.266261     0            0            0           
0     0.025220     0            0            0           
0     0.603201     0            0            0           
0     0.302499     0            0            0           
0     0.047973     0            0            0           
0     0.076234     0            0            0           
0     0.095792     0            0            0           
0     1.470194     0            0            0           
0     0.053192     0            0            0           
0     0.826511     0            0            0           
0     0.359118     0            0            0           
0     0.362284     0            0            0           
0     0.585860     0            0            0           
0     0.324780     0            0            0           
0     2.544895     0            0            0           
0     0.122840     0            0            0           
0     1.255765     0            0            0           
0     0.340343     0            0            0           
0     1.422595     0            0            0           
0     1.463174     0            0            0           
0     0.368043     0            0            0           
0     0.787919     0            0            0           
0     0.653740     0            0            0           
0     0.145767     0            0            0           
0     0.036245     0            0            0           
0     0.726295     0            0            0           
0     0.184842     0            0            0           
Task Number: 100
Total U: 60.000000
Avg U: 0.600000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
1644370912 0.476863     0            0            0           
0     0.026900     0            0            0           
0     1.429460     0            0            0           
0     0.304341     0            0            0           
0     0.162552     0            0            0           
0     0.188087     0            0            0           
0     0.357726     0            0            0           
0     1.264993     0            0            0           
0     0.683642     0            0            0           
0     0.446629     0            0            0           
0     1.938986     0            0            0           
0     0.954609     0            0            0           
0     0.293924     0            0            0           
0     0.005001     0            0            0           
0     0.402351     0            0            0           
0     0.951915     0            0            0           
0     0.360378     0            0            0           
0     2.378675     0            0            0           
0     0.052435     0            0            0           
0     0.322009     0            0            0           
0     0.100560     0            0            0           
0     1.781118     0            0            0           
0     1.026377     0            0            0           
0     0.018360     0            0            0           
0     1.393493     0            0            0           
0     0.275387     0            0            0           
0     1.444395     0            0            0           
0     0.858019     0            0            0           
0     0.777427     0            0            0           
0     2.002792     0            0            0           
0     0.476624     0            0            0           
0     0.121825     0            0            0           
0     2.729671     0            0            0           
0     0.306354     0            0            0           
0     0.479405     0            0            0           
0     0.138951     0            0            0           
0     0.621690     0            0            0           
0     1.562322     0            0            0           
0     0.008699     0            0            0           
0     0.163180     0            0            0           
0     0.311119     0            0            0           
0     1.987046     0            0            0           
0     2.020802     0            0            0           
0     0.781951     0            0            0           
0     1.929829     0            0            0           
0     0.298678     0            0            0           
0     0.359325     0            0            0           
0     0.268805     0            0            0           
0     0.271673     0            0            0           
0     0.457377     0            0            0           
0     0.796809     0            0            0           
0     0.417988     0            0            0           
0     0.359738     0            0            0           
0     0.422158     0            0            0           
0     0.461309     0            0            0           
0     0.222789     0            0            0           
0     1.062933     0            0            0           
0     0.311295     0            0            0           
0     2.892972     0            0            0           
0     0.390146     0            0            0           
0     0.240021     0            0            0           
0     0.430988     0            0            0           
0     0.633692     0            0            0           
0     0.229723     0            0            0           
0     1.268245     0            0            0           
0     0.096941     0            0            0           
0     0.434275     0            0            0           
0     0.408070     0            0            0           
0     0.029203     0            0            0           
0     0.475436     0            0            0           
0     0.775090     0            0            0           
0     0.362870     0            0            0           
0     0.415951     0            0            0           
0     0.705050     0            0            0           
0     0.084596     0            0            0           
0     0.378633     0            0            0           
0     0.007702     0            0            0           
0     0.625362     0            0            0           
0     1.074015     0            0            0           
0     0.348484     0            0            0           
0     0.046069     0            0            0           
0     0.515145     0            0            0           
0     1.505803     0            0            0           
0     0.542314     0            0            0           
0     2.091188     0            0            0           
0     0.313781     0            0            0           
0     1.112341     0            0            0           
0     0.966129     0            0            0           
0     0.902237     0            0            0           
0     0.993487     0            0            0           
0     0.153013     0            0            0           
0     0.018687     0            0            0           
0     0.251925     0            0            0           
0     1.539112     0            0            0           
0     0.352098     0            0            0           
0     0.116183     0            0            0           
0     2.753139     0            0            0           
0     0.835915     0            0            0           
0     0.368390     0            0            0           
0     0.285828     0            0            0           
Task Number: 100
Total U: 70.000000
Avg U: 0.700000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
1644370912 5.408292     0            0            0           
0     0.277044     0            0            0           
0     0.207110     0            0            0           
0     0.400208     0            0            0           
0     1.068488     0            0            0           
0     1.532629     0            0            0           
0     0.551794     0            0            0           
0     0.122920     0            0            0           
0     1.592580     0            0            0           
0     0.048926     0            0            0           
0     1.701916     0            0            0           
0     0.200207     0            0            0           
0     0.095088     0            0            0           
0     0.328625     0            0            0           
0     0.051346     0            0            0           
0     0.710876     0            0            0           
0     0.251686     0            0            0           
0     0.403367     0            0            0           
0     0.353364     0            0            0           
0     4.189093     0            0            0           
0     0.083625     0            0            0           
0     0.087677     0            0            0           
0     0.158798     0            0            0           
0     0.106720     0            0            0           
0     0.342464     0            0            0           
0     0.000206     0            0            0           
0     0.484222     0            0            0           
0     0.491550     0            0            0           
0     2.545803     0            0            0           
0     0.236156     0            0            0           
0     0.011632     0            0            0           
0     2.511612     0            0            0           
0     0.652400     0            0            0           
0     0.231099     0            0            0           
0     0.361341     0            0            0           
0     0.303043     0            0            0           
0     0.102103     0            0            0           
0     1.719979     0            0            0           
0     0.502219     0            0            0           
0     3.824690     0            0            0           
0     2.115304     0            0            0           
0     0.324857     0            0            0           
0     0.191449     0            0            0           
0     0.043686     0            0            0           
0     0.926050     0            0            0           
0     0.262924     0            0            0           
0     0.821965     0            0            0           
0     2.683127     0            0            0           
0     0.858136     0            0            0           
0     0.005260     0            0            0           
0     2.491099     0            0            0           
0     1.113446     0            0            0           
0     0.087276     0            0            0           
0     0.118569     0            0            0           
0     1.789350     0            0            0           
0     0.447541     0            0            0           
0     0.118212     0            0            0           
0     0.333832     0            0            0           
0     1.800973     0            0            0           
0     0.082024     0            0            0           
0     0.708959     0            0            0           
0     1.903147     0            0            0           
0     0.046096     0            0            0           
0     0.144004     0            0            0           
0     0.148488     0            0            0           
0     0.420960     0            0            0           
0     0.519347     0            0            0           
0     0.275626     0            0            0           
0     0.286147     0            0            0           
0     2.325741     0            0            0           
0     0.260492     0            0            0           
0     0.214720     0            0            0           
0     0.287568     0            0            0           
0     0.586560     0            0            0           
0     0.290993     0            0            0           
0     4.666250     0            0            0           
0     1.078390     0            0            0           
0     1.845386     0            0            0           
0     1.984574     0            0            0           
0     0.360922     0            0            0           
0     1.588506     0            0            0           
0     1.284881     0            0            0           
0     0.145256     0            0            0           
0     0.032906     0            0            0           
0     0.044340     0            0            0           
0     0.111139     0            0            0           
0     0.425460     0            0            0           
0     0.155559     0            0            0           
0     0.485106     0            0            0           
0     0.369138     0            0            0           
0     0.275349     0            0            0           
0     0.129876     0            0            0           
0     0.366805     0            0            0           
0     0.438883     0            0            0           
0     0.396029     0            0            0           
0     0.819972     0            0            0           
0     1.632334     0            0            0           
0     1.224626     0            0            0           
0     0.720784     0            0            0           
0     0.130698     0            0            0           
Task Number: 100
Total U: 80.000000
Avg U: 0.800000
Generated Tasks:
ID    Utilisation  Period       Deadline     WCET        
---   -----------  ------       --------     ----        
538976288 0.026837     3467807035425300512 2314885530818453536 540024864   
169877536 0.304929     2314885530818453536 2314885599537930272 538980660   
538976288 0.029119     3905234611115925536 2314885531122086960 538976288   
538980384 0.091509     2314885531086888992 729618461984038944 538976288   
538976304 0.017095     2314885530818453536 2314885530818453552 807411744   
538976288 0.211060     4050483426148625968 2314903123004497952 540019232   
538976288 0.218414     2314885530818453536 2314885599168831520 538976288   
774905888 0.016682     2314885599537930272 2314885530818453536 538976288   
538980384 0.119986     2314885531138865456 2314885530818457632 538976288   
538976288 0.189203     729618461984038944 3329321346883657776 807411744   
842413622 0.009812     2314885530818453552 2314903123004497952 538976288   
538976288 0.535039     2314903123004497952 2314885530818453536 925904433   
540024864 0.165207     2314885599168831520 3689912885597773856 538976288   
538981944 0.794723     2314885530818453536 2314885530818457632 538976288   
538976288 0.044204     2314885530818457632 2319389130445824032 876033332   
538976288 0.195674     3328195446976815152 2314905399757649459 538976288   
807411744 0.013156     2314903123004497952 2314885530818453536 538976304   
540019232 0.097651     2314885530818453536 2314885530819502112 538976288   
538976288 0.032979     4049923753087410208 3467807035425304888 169877536   
538976288 0.071591     2314885530818457632 2319364941190012960 538976288   
538976288 0.538284     2319389130445824032 2314885530818453536 538980384   
807411744 0.182161     2314909789214356272 2314885531086888992 538976304   
538976288 0.204166     2314885530818453536 2314885530819496480 538976288   
875572784 0.019795     2314885530819502112 3467807035425300512 538976288   
538976288 0.666659     3467807035425306931 2314885530818453536 774905888   
538976288 0.007091     2319364941190012960 3617567184917635104 538980384   
808858677 0.115950     2314885530818453536 2314885531086888992 538976288   
538976288 0.146325     2314885531086888992 2314885530818453536 892679473   
538976304 0.397914     2314885530819496480 3904674981576191536 538976288   
538976288 0.062976     3467807035425300512 2314885530818453536 540024864   
169877536 0.090672     2314885530818453536 2314885599537930272 538982451   
538976288 0.836128     3977292205153853472 2314885531239199541 538976288   
538980384 0.009712     2314885531086888992 729618461984038944 538976288   
538976304 0.137311     2314885530818453536 2314885530818453552 807411744   
538976288 0.086558     3832625088381005360 2314903123004497952 540019232   
538976288 0.027824     2314885530818453536 2314885599168831520 538976288   
774905888 0.030774     2314885599537930272 2314885530818453536 538976288   
538980384 0.001447     2314885531239067702 2314885530818457632 538976288   
538976288 0.047798     729618461984038944 3328195446976815152 807411744   
